X-axis,Y-axis,Z-axis,Blood Value pulse,Electrodermal activity,Heart rate,Time interval, IBI,Temperature
-44,-16,127,-27.69,1.528695,99.92,6673.296875,0.59375,34.18
-49,-7,127,-30.15,1.533819,99.77,6673.90625,0.609375,34.18
-98,-5,127,-31.91,1.533819,99.58,6674.5,0.59375,34.18
-96,-2,127,-33.01,1.536381,99.42,6675.09375,0.59375,34.18
-42,-26,127,-33.7,1.537662,99.33,6675.6875,0.59375,34.23
-46,-16,127,-34.39,1.537662,99.18,6676.265625,0.578125,34.23
-62,-18,127,-35.38,1.544067,99.03,6676.828125,0.5625,34.23
-60,-15,127,-36.76,1.544067,98.95,6677.375,0.546875,34.23
-68,-14,127,-38.35,1.5351,98.73,6677.953125,0.578125,34.18
-67,-9,127,-39.73,1.52229,98.45,6678.515625,0.5625,34.18
-58,-12,127,-40.4,1.521009,98.22,6683.9375,0.59375,34.18
-52,-12,127,-39.91,1.519728,97.88,6684.546875,0.609375,34.18
-79,-12,127,-37.98,1.506917,97.73,6685.125,0.578125,34.21
-62,-13,127,-34.58,1.503074,97.58,6685.71875,0.59375,34.21
-59,-9,127,-29.95,1.490264,97.4,6686.296875,0.578125,34.21
-48,-13,127,-24.52,1.48514,97.15,6686.875,0.578125,34.21
-70,-14,127,-18.9,1.482578,96.9,6687.46875,0.59375,34.18
-62,-9,127,-13.69,1.478735,96.67,6695.5625,0.5625,34.18
-48,-12,127,-9.39,1.483859,96.28,6696.15625,0.59375,34.18
-65,-16,127,-6.21,1.48514,95.92,6696.734375,0.578125,34.18
-67,-15,127,-4.08,1.480016,95.57,6697.3125,0.578125,34.21
-59,-8,127,-2.6,1.478735,95.38,6697.90625,0.59375,34.21
-70,-11,127,-1.21,1.473611,95.22,6698.5,0.59375,34.21
-67,-11,127,0.63,1.471049,95.02,6699.078125,0.578125,34.21
-65,-10,127,3.24,1.467206,94.85,6699.65625,0.578125,34.18
-67,-11,127,6.65,1.473611,94.7,6700.25,0.59375,34.18
-58,-15,127,10.45,1.481297,94.53,6700.828125,0.578125,34.18
-64,-13,127,14.01,1.503074,94.32,6701.421875,0.59375,34.18
-58,-12,127,16.54,1.510761,94.17,6702,0.578125,34.18
-70,-9,127,17.39,1.514604,94.02,6702.59375,0.59375,34.18
-61,-12,127,16.24,1.514604,93.85,6703.1875,0.59375,34.18
-64,-13,127,13.27,1.517166,93.7,6703.78125,0.59375,34.18
-62,-7,127,9.19,1.513323,93.57,6704.359375,0.578125,34.18
-62,-15,127,5.1,1.517166,93.4,6704.9375,0.578125,34.18
-69,-12,127,2.16,1.514604,93.2,6705.53125,0.59375,34.18
-64,-15,127,1.25,1.512042,92.97,6706.109375,0.578125,34.18
-61,-17,127,2.63,1.510761,92.78,6706.6875,0.578125,34.23
-54,-16,127,5.88,1.512042,92.5,6707.28125,0.59375,34.23
-52,-12,127,10.02,1.510761,92.02,6707.875,0.59375,34.23
-51,1,127,13.86,1.513323,91.7,6708.46875,0.59375,34.23
-62,3,127,16.42,1.513323,91.32,6709.0625,0.59375,34.23
-81,-8,127,17.2,1.512042,90.88,6709.6875,0.625,34.23
-39,-20,127,16.27,1.512042,90.45,6710.265625,0.578125,34.23
-48,-18,127,14.15,1.512042,90.4,6710.859375,0.59375,34.23
-72,-13,127,11.55,1.510761,90.32,6711.453125,0.59375,34.18
-72,-8,127,9.1,1.50948,90.18,6718.390625,0.609375,34.18
-44,-8,127,7.24,1.512042,90.08,6719,0.609375,34.18
-52,-14,127,6.14,1.512042,89.97,6719.59375,0.59375,34.18
-48,-14,127,5.8,1.510761,89.83,6720.21875,0.625,34.23
-63,-15,127,6.13,1.50948,89.7,6720.828125,0.609375,34.23
-69,-10,127,7.03,1.50948,89.57,6721.40625,0.578125,34.23
-72,-2,127,8.44,1.50948,89.4,6722.03125,0.625,34.23
-59,-9,127,10.28,1.510761,89.17,6722.65625,0.625,34.23
-43,-17,127,12.42,1.508198,89.03,6723.25,0.59375,34.23
-59,-15,127,14.74,1.508198,88.88,6723.84375,0.59375,34.23
-79,-12,127,17.1,1.50948,89.03,6724.4375,0.59375,34.23
-39,-12,127,19.33,1.506917,89.18,6729.875,0.609375,34.21
-67,-16,127,21.29,1.506917,89.25,6730.484375,0.609375,34.21
-67,-15,127,22.8,1.510761,89.32,6731.109375,0.625,34.21
-57,-12,127,23.68,1.512042,89.3,6731.703125,0.59375,34.21
-59,-10,127,23.77,1.506917,89.38,6732.296875,0.59375,34.21
-59,-11,127,22.96,1.510761,89.53,6732.890625,0.59375,34.21
-64,-14,127,21.32,1.515885,89.57,6733.484375,0.59375,34.21
-61,-15,127,19.11,1.514604,89.58,6734.0625,0.578125,34.21
-55,-15,127,16.76,1.514604,89.57,6734.671875,0.609375,34.21
-57,-16,127,14.79,1.514604,89.65,6735.265625,0.59375,34.21
-57,-12,127,13.56,1.515885,89.73,6735.84375,0.578125,34.21
-54,-10,127,13.15,1.515885,89.87,6736.421875,0.578125,34.21
-52,-18,127,13.27,1.515885,89.93,6737,0.578125,34.18
-62,-13,127,13.31,1.513323,90.12,6737.59375,0.59375,34.18
-71,-13,127,12.52,1.510761,90.28,6738.15625,0.5625,34.18
-56,-12,127,10.29,1.510761,90.45,6738.703125,0.546875,34.18
-69,-3,127,6.37,1.514604,90.65,6739.265625,0.5625,34.18
-65,-15,127,0.94,1.510761,90.87,6745.671875,0.578125,34.18
-57,-15,127,-5.4,1.517166,91.05,6746.265625,0.59375,34.18
-66,-14,127,-11.9,1.515885,91.17,6746.84375,0.578125,34.18
-62,-13,127,-17.88,1.510761,91.25,6747.421875,0.578125,34.18
-61,-14,127,-22.95,1.510761,91.35,6748.015625,0.59375,34.18
-64,-15,127,-26.98,1.512042,91.53,6748.609375,0.59375,34.18
-63,-14,127,-30.07,1.517166,91.78,6749.1875,0.578125,34.18
-65,-12,127,-32.37,1.514604,92,6749.78125,0.59375,34.21
-59,-10,127,-33.98,1.515885,91.98,6750.34375,0.5625,34.21
-65,-15,127,-34.94,1.513323,91.93,6750.953125,0.609375,34.21
-58,-14,127,-35.29,1.518447,91.88,6751.546875,0.59375,34.21
-57,-14,127,-35.12,1.519728,91.85,6752.140625,0.59375,34.18
-66,-16,127,-34.59,1.519728,91.67,6752.75,0.609375,34.18
-61,-12,127,-33.91,1.515885,91.52,6758.484375,0.53125,34.18
-67,-10,127,-33.17,1.518447,91.38,6758.96875,0.484375,34.18
-69,-11,127,-32.39,1.518447,91.28,6759.5625,0.59375,34.21
-64,-14,127,-31.43,1.518447,91.2,6760.109375,0.546875,34.21
-61,-16,127,-30.16,1.519728,91.17,6760.65625,0.546875,34.21
-67,-19,127,-28.53,1.514604,91.13,6763.78125,0.5,34.21
-65,-16,127,-26.65,1.514604,91.12,6764.28125,0.5,34.21
-70,-20,127,-24.71,1.513323,91,6764.8125,0.53125,34.21
-67,-15,127,-22.9,1.518447,90.95,6768,0.53125,34.21
-57,-14,127,-21.28,1.515885,90.9,6768.5625,0.5625,34.21
-45,-5,127,-19.74,1.517166,90.82,6769.078125,0.515625,34.21
-58,-3,127,-18.11,1.518447,90.72,6772.296875,0.53125,34.21
-75,-4,127,-16.2,1.518447,90.73,6772.84375,0.546875,34.21
-66,-9,127,-13.99,1.521009,90.73,6773.375,0.53125,34.21
-60,-11,127,-11.63,1.521009,90.82,6773.90625,0.53125,34.18
-49,-17,127,-9.39,1.52229,90.78,6774.421875,0.515625,34.18
-44,-15,127,-7.53,1.52229,91.18,6774.96875,0.546875,34.18
-60,-14,127,-6.23,1.52229,91.17,6775.5,0.53125,34.18
-54,-14,127,-5.51,1.519728,91.18,6779.359375,0.5625,34.18
-60,-14,127,-5.21,1.521009,91.23,6779.921875,0.5625,34.18
-74,-12,127,-5.03,1.523571,91.23,6780.484375,0.5625,34.18
-80,-17,127,-4.55,1.524852,91.13,6781.03125,0.546875,34.18
-52,-12,127,-3.25,1.523571,91.05,6781.578125,0.546875,34.16
-67,-13,127,-0.74,1.523571,90.95,6782.125,0.546875,34.16
-59,-13,127,3.12,1.52229,90.82,6782.65625,0.53125,34.16
-35,-9,127,8.04,1.517166,90.6,6783.1875,0.53125,34.16
-65,-12,127,13.31,1.519728,90.38,6783.71875,0.53125,34.18
-63,-13,127,17.94,1.521009,90.15,6784.25,0.53125,34.18
-59,-15,127,21.06,1.52229,89.88,6792.96875,0.578125,34.18
-57,-12,127,22.21,1.524852,89.63,6793.5625,0.59375,34.18
-72,-17,127,21.54,1.527414,89.35,6794.171875,0.609375,34.16
-59,-15,127,19.76,1.532538,89.03,6794.765625,0.59375,34.16
-66,-15,127,17.85,1.531257,88.75,6795.34375,0.578125,34.16
-60,-21,127,16.76,1.531257,88.5,6802.015625,0.609375,34.16
-55,-20,127,17.09,1.5351,88.22,6802.625,0.609375,34.16
-55,-7,127,18.98,1.532538,87.92,6803.234375,0.609375,34.16
-49,-2,127,22.13,1.536381,87.73,6803.84375,0.609375,34.16
-67,3,127,26.01,1.5351,87.58,6804.453125,0.609375,34.16
-81,-5,127,29.98,1.536381,87.37,6805.015625,0.5625,34.16
-56,-14,127,33.57,1.533819,87.1,6805.59375,0.578125,34.16
-51,-13,127,36.49,1.5351,86.83,6806.171875,0.578125,34.16
-61,-12,127,38.63,1.542786,86.58,6806.75,0.578125,34.16
-49,-18,127,39.94,1.5351,86.33,6807.34375,0.59375,34.18
-68,-14,127,40.33,1.536381,86.03,6807.9375,0.59375,34.18
-68,-11,127,39.69,1.536381,85.75,6808.5,0.5625,34.18
-52,-10,127,37.87,1.536381,85.48,6809.078125,0.578125,34.18
-57,-16,127,34.94,1.5351,85.1,6809.640625,0.5625,34.21
-63,-13,127,31.2,1.537662,84.77,6810.1875,0.546875,34.21
-55,-15,127,27.23,1.542786,84.53,6810.734375,0.546875,34.21
-62,-14,127,23.75,1.546629,84.42,6811.296875,0.5625,34.21
-75,-13,127,21.33,1.54791,84.25,6811.84375,0.546875,34.16
-67,-9,127,20.22,1.544067,84.02,6812.375,0.53125,34.16
-51,-15,127,20.17,1.538943,83.8,6812.90625,0.53125,34.16
-65,-17,127,20.6,1.536381,83.55,6813.46875,0.5625,34.16
-65,-16,127,20.71,1.537662,83.7,6814.03125,0.5625,34.18
-68,-20,127,19.8,1.537662,83.87,6814.625,0.59375,34.18
-65,-21,127,17.42,1.538943,84.07,6815.265625,0.640625,34.18
-57,-26,127,13.42,1.533819,84.28,6815.921875,0.65625,34.18
-59,-13,127,7.87,1.536381,84.55,6816.546875,0.625,34.18
-51,-8,127,1.04,1.536381,84.9,6817.1875,0.640625,34.18
-62,-2,127,-6.65,1.5351,85.4,6817.8125,0.625,34.18
-69,3,127,-14.52,1.538943,85.88,6818.421875,0.609375,34.18
-70,-8,127,-21.64,1.5351,86.33,6819.03125,0.609375,34.16
-45,-15,127,-26.95,1.540224,86.73,6819.640625,0.609375,34.16
-53,-15,127,-29.56,1.542786,87.1,6820.25,0.609375,34.16
-61,-17,127,-29.09,1.541505,87.42,6820.84375,0.59375,34.16
-58,-22,127,-25.88,1.542786,87.7,6821.421875,0.578125,34.21
-49,-16,127,-20.85,1.541505,88.02,6822.015625,0.59375,34.21
-57,-13,127,-15.09,1.541505,88.28,6829.171875,0.640625,34.21
-52,-17,127,-9.33,1.544067,88.55,6829.828125,0.65625,34.21
-69,-19,127,-3.71,1.542786,88.83,6830.46875,0.640625,34.21
-59,-17,127,2.14,1.538943,89.17,6831.0625,0.59375,34.21
-58,-15,127,8.58,1.538943,89.52,6831.734375,0.671875,34.21
-61,-11,127,15.51,1.533819,89.9,6832.375,0.640625,34.21
-64,-20,127,22.12,1.537662,90.25,6832.984375,0.609375,34.18
-60,-16,127,27.19,1.540224,90.7,6833.578125,0.59375,34.18
-65,-17,127,29.64,1.5351,90.72,6834.1875,0.609375,34.18
-61,-15,127,29.08,1.532538,90.7,6834.796875,0.609375,34.18
-58,-20,127,26.03,1.531257,90.82,6835.375,0.578125,34.18
-71,-22,127,21.67,1.533819,90.83,6835.96875,0.59375,34.18
-62,-21,127,17.34,1.533819,90.63,6836.578125,0.609375,34.18
-54,-21,127,14.09,1.532538,90.27,6837.203125,0.625,34.18
-46,-16,127,12.41,1.5351,89.87,6837.828125,0.625,34.16
-47,-9,127,12.26,1.533819,89.45,6838.453125,0.625,34.16
-67,-6,127,13.29,1.538943,89.03,6839.078125,0.625,34.16
-84,-10,127,15.07,1.536381,88.72,6839.71875,0.640625,34.16
-54,-13,127,17.16,1.540224,88.37,6840.34375,0.625,34.18
-50,-16,127,19.22,1.540224,88.02,6840.9375,0.59375,34.18
-53,-17,127,20.92,1.541505,87.68,6841.546875,0.609375,34.18
-49,-17,127,22.01,1.541505,87.32,6842.140625,0.59375,34.18
-57,-15,127,22.31,1.540224,86.97,6842.71875,0.578125,34.16
-60,-19,127,21.73,1.538943,86.63,6843.296875,0.578125,34.16
-57,-16,127,20.3,1.542786,86.3,6843.875,0.578125,34.16
-56,-20,127,18.11,1.546629,85.95,6844.4375,0.5625,34.16
-59,-18,127,15.34,1.545348,85.62,6845.03125,0.59375,34.16
-66,-16,127,12.2,1.542786,85.28,6845.625,0.59375,34.16
-60,-9,127,8.93,1.544067,84.97,6846.203125,0.578125,34.16
-63,-16,127,5.77,1.544067,84.63,6846.78125,0.578125,34.16
-65,-17,127,2.85,1.546629,84.32,6847.359375,0.578125,34.16
-64,-15,127,0.16,1.541505,83.98,6847.9375,0.578125,34.16
-55,-13,127,-2.42,1.545348,83.67,6848.515625,0.578125,34.16
-55,-19,127,-5.01,1.54791,83.35,6849.125,0.609375,34.16
-74,-17,127,-7.6,1.545348,83.1,6849.703125,0.578125,34.16
-63,-18,127,-9.98,1.544067,82.82,6850.28125,0.578125,34.16
-63,-21,127,-11.81,1.545348,82.55,6850.875,0.59375,34.16
-49,-17,127,-12.76,1.549191,82.3,6851.46875,0.59375,34.16
-47,-9,127,-12.75,1.544067,82.23,6852.0625,0.59375,34.16
-64,-3,127,-12.02,1.550472,82.12,6852.671875,0.609375,34.16
-65,-8,127,-11.04,1.54791,81.98,6853.234375,0.5625,34.16
-52,-19,127,-10.32,1.549191,81.85,6853.8125,0.578125,34.16
-63,-16,127,-10.08,1.54791,81.78,6854.390625,0.578125,34.16
-56,-14,127,-10.15,1.553034,81.8,6854.96875,0.578125,34.16
-55,-14,127,-9.9,1.551753,81.83,6855.546875,0.578125,34.16
-50,-17,127,-8.56,1.549191,81.88,6856.125,0.578125,34.16
-62,-14,127,-5.48,1.54791,81.57,6856.6875,0.5625,34.15
-69,-16,127,-0.49,1.54791,81.23,6857.25,0.5625,34.15
-65,-13,127,5.89,1.542786,80.83,6857.8125,0.5625,34.15
-59,-17,127,12.55,1.536381,80.42,6858.375,0.5625,34.15
-60,-15,127,18.02,1.538943,79.9,6858.9375,0.5625,34.16
-67,-17,127,20.87,1.545348,79.38,6859.484375,0.546875,34.16
-60,-14,127,20.13,1.540224,78.67,6860.046875,0.5625,34.16
-61,-12,127,15.62,1.537662,77.97,6860.625,0.578125,34.16
-58,-12,127,8.12,1.540224,77.28,6861.203125,0.578125,34.18
-58,-13,127,-0.83,1.545348,76.65,6861.765625,0.5625,34.18
-65,-19,127,-9.21,1.551753,76.02,6862.34375,0.578125,34.18
-65,-14,127,-15.11,1.554315,75.43,6862.90625,0.5625,34.18
-60,-14,127,-17.15,1.550472,74.85,6863.5,0.59375,34.16
-61,-18,127,-14.86,1.546629,74.28,6864.09375,0.59375,34.16
-66,-24,127,-8.81,1.545348,73.77,6864.71875,0.625,34.16
-58,-23,127,-0.42,1.54791,73.3,6865.3125,0.59375,34.16
-51,-17,127,8.35,1.545348,72.82,6865.921875,0.609375,34.16
-51,-15,127,15.54,1.54791,72.35,6866.515625,0.59375,34.16
-54,-11,127,19.66,1.549191,71.95,6867.09375,0.578125,34.16
-74,-7,127,20.05,1.54791,71.53,6867.65625,0.5625,34.16
-64,-8,127,17,1.549191,71.17,6868.21875,0.5625,34.18
-40,-12,127,11.55,1.550472,71.02,6868.78125,0.5625,34.18
-53,-14,127,5.11,1.550472,70.8,6869.359375,0.578125,34.18
-61,-20,127,-0.98,1.551753,70.6,6869.921875,0.5625,34.18
-58,-16,127,-5.72,1.550472,70.2,6870.484375,0.5625,34.18
-56,-20,127,-8.63,1.550472,69.83,6871.03125,0.546875,34.18
-54,-20,127,-9.7,1.551753,69.68,6871.625,0.59375,34.18
-63,-18,127,-9.25,1.555596,69.77,6872.234375,0.609375,34.18
-67,-18,127,-7.82,1.549191,69.88,6872.828125,0.59375,34.15
-63,-19,127,-6.06,1.549191,70.02,6873.4375,0.609375,34.15
-60,-16,127,-4.59,1.550472,70.17,6874.0625,0.625,34.15
-60,-16,127,-3.85,1.550472,70.33,6874.703125,0.640625,34.15
-62,-15,127,-3.98,1.551753,70.55,6875.296875,0.59375,34.15
-53,-13,127,-4.73,1.549191,70.78,6875.953125,0.65625,34.15
-66,-25,127,-5.58,1.551753,71.05,6881.484375,0.59375,34.15
-69,-23,127,-5.93,1.554315,71.33,6882.0625,0.578125,34.15
-65,-20,127,-5.37,1.553034,71.63,6882.609375,0.546875,34.16
-61,-19,127,-3.84,1.553034,71.93,6883.1875,0.578125,34.16
-52,-17,127,-1.68,1.551753,72.27,6883.75,0.5625,34.16
-50,-12,127,0.59,1.551753,72.58,6884.34375,0.59375,34.16
-54,-4,127,2.48,1.554315,72.88,6884.9375,0.59375,34.16
-67,-9,127,3.74,1.558158,73.18,6885.53125,0.59375,34.16
-54,-11,127,4.52,1.555596,73.48,6886.125,0.59375,34.16
-41,-16,127,5.33,1.553034,73.8,6886.734375,0.609375,34.16
-55,-13,127,6.87,1.546629,74.2,6887.34375,0.609375,34.15
-42,-13,127,9.88,1.546629,74.6,6887.953125,0.609375,34.15
-70,-16,127,14.79,1.546629,74.97,6888.5625,0.609375,34.15
-64,-17,127,21.58,1.545348,75.35,6889.1875,0.625,34.15
-55,-16,127,29.6,1.549191,75.75,6889.796875,0.609375,34.13
-56,-17,127,37.67,1.550472,76.13,6890.421875,0.625,34.13
-62,-20,127,44.37,1.551753,76.5,6891.03125,0.609375,34.13
-61,-19,127,48.38,1.553034,76.87,6891.640625,0.609375,34.13
-65,-12,127,48.96,1.553034,77.18,6892.28125,0.640625,34.16
-51,-11,127,46.1,1.555596,77.48,6892.90625,0.625,34.16
-54,-15,127,40.48,1.554315,77.73,6893.515625,0.609375,34.16
-69,-20,127,33.15,1.555596,77.92,6894.109375,0.59375,34.16
-61,-16,127,25.09,1.554315,78.1,6894.703125,0.59375,34.15
-60,-16,127,16.97,1.553034,78.32,6895.265625,0.5625,34.15
-58,-13,127,8.97,1.546629,78.48,6895.828125,0.5625,34.15
-61,-12,127,1.02,1.54791,78.62,6896.390625,0.5625,34.15
-61,-11,127,-6.97,1.550472,78.72,6896.953125,0.5625,34.16
-54,-11,127,-14.97,1.550472,78.85,6897.515625,0.5625,34.16
-63,-17,127,-22.75,1.550472,78.95,6898.0625,0.546875,34.16
-60,-15,127,-30.05,1.54791,79.05,6898.625,0.5625,34.16
-64,-16,127,-36.65,1.554315,79.2,6899.1875,0.5625,34.15
-57,-15,127,-42.53,1.554315,79.33,6899.75,0.5625,34.15
-59,-14,127,-47.75,1.554315,79.55,6900.296875,0.546875,34.15
-60,-13,127,-52.35,1.554315,79.8,6900.84375,0.546875,34.15
-59,-14,127,-56.2,1.554315,80,6901.375,0.53125,34.13
-56,-15,127,-59.03,1.545348,80.17,6901.921875,0.546875,34.13
-62,-14,127,-60.46,1.54791,80.32,6902.453125,0.53125,34.13
-61,-13,127,-60.21,1.538943,80.47,6903,0.546875,34.13
-58,-13,127,-58.21,1.538943,80.63,6903.5625,0.5625,34.15
-57,-13,127,-54.68,1.540224,80.78,6904.125,0.5625,34.15
-59,-14,127,-50,1.536381,80.95,6904.71875,0.59375,34.15
-59,-15,127,-44.57,1.537662,81.08,6905.359375,0.640625,34.15
-57,-14,127,-38.69,1.536381,81.27,6906.015625,0.65625,34.13
-59,-15,127,-32.47,1.540224,81.5,6906.6875,0.671875,34.13
-58,-12,127,-25.96,1.541505,81.62,6907.359375,0.671875,34.13
-62,-11,127,-19.25,1.541505,81.65,6908.015625,0.65625,34.13
-69,-18,127,-12.6,1.545348,81.68,6908.640625,0.625,34.15
-56,-18,127,-6.4,1.551753,81.57,6909.265625,0.625,34.15
-63,-15,127,-1.03,1.542786,81.47,6909.90625,0.640625,34.15
-59,-14,127,3.3,1.537662,81.37,6910.5,0.59375,34.15
-57,-15,127,6.65,1.544067,81.27,6911.09375,0.59375,34.15
-61,-15,127,9.29,1.542786,81.2,6911.71875,0.625,34.15
-57,-15,127,11.58,1.541505,81.12,6916.984375,0.59375,34.15
-57,-15,127,13.73,1.544067,81.03,6917.59375,0.609375,34.15
-58,-14,127,15.78,1.542786,80.92,6918.203125,0.609375,34.15
-57,-14,127,17.6,1.545348,80.8,6918.84375,0.640625,34.15
-60,-14,127,18.96,1.549191,80.7,6919.46875,0.625,34.15
-59,-16,127,19.72,1.544067,80.6,6920.09375,0.625,34.15
-59,-16,127,19.79,1.551753,80.48,6920.71875,0.625,34.15
-58,-15,127,19.21,1.549191,80.37,6921.375,0.65625,34.15
-59,-15,127,18.1,1.550472,80.25,6922,0.625,34.15
-53,-15,127,16.65,1.549191,80.15,6922.640625,0.640625,34.15
-58,-14,127,15.05,1.549191,80.05,6923.265625,0.625,34.15
-59,-12,127,13.48,1.546629,79.92,6923.90625,0.640625,34.15
-56,-12,127,12.04,1.546629,79.73,6924.515625,0.609375,34.15
-56,-12,127,10.7,1.545348,79.57,6925.109375,0.59375,34.15
-57,-13,127,9.34,1.545348,79.43,6925.734375,0.625,34.15
-56,-16,127,7.75,1.546629,79.3,6931.0625,0.578125,34.15
-59,-17,127,5.81,1.546629,79.18,6931.640625,0.578125,34.15
-58,-17,127,3.5,1.546629,79.05,6932.21875,0.578125,34.15
-57,-16,127,0.93,1.549191,78.85,6932.796875,0.578125,34.13
-58,-13,127,-1.67,1.549191,78.62,6933.359375,0.5625,34.13
-60,-13,127,-4.03,1.551753,78.38,6933.90625,0.546875,34.13
-54,-13,127,-5.9,1.553034,78.13,6934.46875,0.5625,34.13
-55,-15,127,-7.1,1.551753,77.85,6935.03125,0.5625,34.15
-59,-13,127,-7.55,1.550472,77.57,6935.625,0.59375,34.15
-59,-15,127,-7.26,1.549191,77.27,6936.21875,0.59375,34.15
-57,-12,127,-6.4,1.549191,76.95,6936.828125,0.609375,34.15
-53,-14,127,-5.23,1.545348,76.62,6937.453125,0.625,34.15
-56,-17,127,-4.03,1.544067,76.28,6938.09375,0.640625,34.15
-57,-17,127,-3.05,1.546629,75.97,6938.703125,0.609375,34.15
-60,-15,127,-2.31,1.551753,75.7,6939.296875,0.59375,34.15
-54,-12,127,-1.68,1.550472,75.4,6939.921875,0.625,34.15
-50,-14,127,-0.87,1.555596,74.97,6940.546875,0.625,34.15
-51,-14,127,0.46,1.555596,74.55,6941.140625,0.59375,34.15
-55,-12,127,2.54,1.556877,74.13,6941.75,0.609375,34.15
-63,-8,127,5.4,1.556877,73.7,6947.78125,0.59375,34.15
-59,-15,127,8.86,1.556877,73.08,6948.375,0.59375,34.15
-54,-18,127,12.63,1.555596,72.55,6948.984375,0.609375,34.15
-65,-15,127,16.34,1.556877,72.03,6949.578125,0.59375,34.15
-61,-15,127,19.7,1.553034,71.52,6950.1875,0.609375,34.15
-54,-14,127,22.59,1.551753,71.43,6950.796875,0.609375,34.15
-49,-18,127,25.06,1.553034,71.33,6951.40625,0.609375,34.15
-52,-19,127,27.38,1.554315,71.18,6951.984375,0.578125,34.15
-62,-15,127,29.94,1.554315,71.07,6952.578125,0.59375,34.16
-64,-15,127,33.09,1.555596,71,6953.15625,0.578125,34.16
-58,-16,127,36.99,1.553034,70.93,6953.75,0.59375,34.16
-52,-13,127,41.52,1.559439,70.85,6954.328125,0.578125,34.16
-57,-14,127,46.24,1.563282,70.77,6954.90625,0.578125,34.15
-53,-11,127,50.54,1.558158,70.65,6955.5,0.59375,34.15
-55,-10,127,53.96,1.563282,70.5,6956.09375,0.59375,34.15
-58,-12,127,56.35,1.782337,70.35,6956.65625,0.5625,34.15
-55,-15,127,58.01,1.577374,70.15,6957.234375,0.578125,34.15
-55,-16,127,59.54,1.574812,69.87,6957.796875,0.5625,34.15
-53,-17,127,61.48,1.578655,69.6,6958.359375,0.5625,34.15
-54,-12,127,63.93,1.579936,69.45,6958.90625,0.546875,34.15
-56,-15,127,66.35,1.573531,69.28,6959.46875,0.5625,34.16
-54,-13,127,67.64,1.574812,69.1,6960.015625,0.546875,34.16
-50,-12,127,66.44,1.573531,68.93,6960.5625,0.546875,34.16
-50,-14,127,61.62,1.569688,68.77,6961.109375,0.546875,34.16
-53,-14,127,52.68,1.57225,68.62,6961.640625,0.53125,34.15
-63,-11,127,40.06,1.576093,68.5,6962.171875,0.53125,34.15
-54,-10,127,25.17,1.569688,68.42,6962.703125,0.53125,34.15
-56,-13,127,10.31,1.565845,68.33,6963.28125,0.578125,34.15
-56,-16,127,-1.68,1.562001,68.28,6963.859375,0.578125,34.13
-62,-17,127,-8.02,1.563282,68.23,6964.421875,0.5625,34.13
-56,-13,127,-6.79,1.563282,68.18,6965,0.578125,34.13
-60,-16,127,2.27,1.562001,68.12,6965.59375,0.59375,34.13
-58,-18,127,17.4,1.563282,68.03,6966.1875,0.59375,34.15
-58,-15,127,35.05,1.565845,67.93,6966.78125,0.59375,34.15
-61,-14,127,50.89,1.564564,67.83,6967.359375,0.578125,34.15
-59,-14,127,61.23,1.563282,67.72,6967.984375,0.625,34.15
-61,-14,127,64.22,1.562001,67.58,6968.546875,0.5625,34.15
-63,-16,127,60.26,1.56072,67.5,6969.125,0.578125,34.15
-59,-15,127,51.45,1.565845,67.45,6969.6875,0.5625,34.15
-60,-15,127,40.43,1.563282,67.4,6970.25,0.5625,34.15
-50,-14,127,29.21,1.562001,67.33,6970.796875,0.546875,34.15
-58,-10,127,18.54,1.562001,67.27,6971.34375,0.546875,34.15
-44,-8,127,8.05,1.568407,67.18,6971.890625,0.546875,34.15
-55,-13,127,-3.05,1.569688,67.08,6972.421875,0.53125,34.15
-47,-10,127,-15.33,1.567126,66.97,6972.953125,0.53125,34.13
-55,-11,127,-28.76,1.564564,66.85,6973.484375,0.53125,34.13
-58,-10,127,-42.76,1.565845,66.75,6974.015625,0.53125,34.13
-56,-14,127,-56.57,1.565845,66.62,6974.546875,0.53125,34.13
-50,-18,127,-69.58,1.565845,66.53,6975.0625,0.515625,34.16
-54,-16,127,-81.42,1.568407,66.45,6975.609375,0.546875,34.16
-57,-16,127,-91.88,1.562001,66.38,6976.15625,0.546875,34.16
-59,-16,127,-100.73,1.567126,66.3,6976.71875,0.5625,34.16
-58,-14,127,-107.57,1.567126,66.23,6977.296875,0.578125,34.13
-60,-13,127,-111.93,1.565845,66.17,6977.890625,0.59375,34.13
-48,-16,127,-113.5,1.568407,66.12,6978.46875,0.578125,34.13
-57,-18,127,-112.32,1.568407,66.07,6979.078125,0.609375,34.13
-59,-20,127,-108.96,1.564564,66.07,6979.6875,0.609375,34.13
-67,-15,127,-104.5,1.567126,66.15,6980.3125,0.625,34.13
-65,-15,127,-100.2,1.57225,66.25,6980.90625,0.59375,34.13
-61,-15,127,-97.08,1.569688,66.4,6981.5,0.59375,34.13
-59,-16,127,-95.47,1.570969,66.6,6982.09375,0.59375,34.15
-61,-17,127,-94.9,1.570969,67,6982.671875,0.578125,34.15
-66,-16,127,-94.32,1.569688,67.42,6983.25,0.578125,34.15
-62,-15,127,-92.69,1.57225,67.83,6983.875,0.625,34.15
-61,-16,127,-89.44,1.570969,68.27,6984.46875,0.59375,34.15
-64,-14,127,-84.77,1.567126,68.32,6985.09375,0.625,34.15
